,Unnamed: 0,Unnamed: 0.1,cols_x,cols_y,dropout,learning_rate,learning_rate_decay,loss,mean_absolute_error,session,time,batch_norm,time_distributed,lstm_units,sequence_length,num_data_files,2nd_LSTM_layer
64,64.0,64.0,x3,y3,0.0,0.008,1e-07,10.4573007365444,1.44301855564117,models/model-7/20190605031120,44:49,False,,190.0,190,7.0,
65,65.0,65.0,x3,y3,0.1,0.008,1e-07,7.33089317294163,1.11791920661926,models/model-7/20190605035609,137:15,False,,110.0,110,2.0,
66,66.0,66.0,x3,y3,0.0,0.005,1e-06,8.65618707751007,1.25316309928894,models/model-7/20190605061326,60:10,False,,190.0,190,5.0,
67,67.0,67.0,x3,y4,0.1,0.005,1e-06,9.00927371807636,1.1233814954757702,models/model-7/20190605084517,141:13,False,,190.0,190,2.0,
68,68.0,68.0,x3,y4,0.2,0.008,1e-06,15.901986231799901,1.41898918151856,models/model-7/20190605110634,40:49,False,,50.0,50,4.0,
69,69.0,69.0,x3,y4,0.2,0.005,1e-05,16.4800239613396,1.42071604728699,models/model-7/20190605114724,32:51,False,,100.0,100,2.0,
70,70.0,70.0,x3,y4,0.2,0.005,1e-07,22.6188191308467,1.59498715400696,models/model-7/20190605122017,12:52,False,,20.0,20,5.0,
71,71.0,71.0,x3,y4,0.1,0.005,1e-06,10.128742407704001,1.1677747964858998,models/model-7/20190605123311,47:47,False,,50.0,50,7.0,
72,72.0,72.0,x3,y4,0.1,0.008,1e-06,11.6156503474876,1.27401769161224,models/model-7/20190605132059,33:41,False,,60.0,60,3.0,
73,73.0,73.0,x3,y4,0.1,0.008,1e-05,10.047148234463199,1.18116903305054,models/model-7/20190605135442,65:57,False,,80.0,80,3.0,
74,74.0,74.0,x3,y4,0.2,0.005,1e-06,18.779254577957,1.52781760692596,models/model-7/20190605150042,20:30,False,,30.0,30,7.0,
75,75.0,75.0,x3,y4,0.1,0.008,1e-07,9.35346862042141,1.1704325675964398,models/model-7/20190605152113,184:33,False,,190.0,190,5.0,
76,76.0,76.0,x3,y4,0.2,0.005,1e-05,10.7381539653564,1.18080258369446,models/model-7/20190605183717,124:0,False,,120.0,120,7.0,
77,77.0,77.0,x3,y4,0.2,0.008,1e-07,13.042155450167199,1.3119785785675,models/model-7/20190605204121,131:14,False,,190.0,190,4.0,
78,78.0,78.0,x3,y4,0.1,0.008,1e-06,12.106588063448601,1.28461110591888,models/model-7/20190605225236,43:57,False,,150.0,150,1.0,
79,79.0,79.0,x3,y4,0.1,0.005,1e-05,7.29845993996786,0.945614457130432,models/model-7/20190605233635,327:39,False,,160.0,160,4.0,
80,80.0,80.0,x3,y4,0.2,0.008,1e-07,15.9883292988292,1.42475759983063,models/model-7/20190606050415,102:25,False,,170.0,170,5.0,
81,81.0,81.0,x3,y4,0.2,0.008,1e-05,13.480287179745801,1.33777141571045,models/model-7/20190606064642,117:14,False,,130.0,130,6.0,
82,82.0,82.0,x3,y4,0.2,0.008,1e-07,35.2530213529491,1.78478348255157,models/model-7/20190606084357,67:56,False,,120.0,120,5.0,
83,83.0,83.0,x3,y4,0.1,0.005,1e-07,9.845377414874447,1.16255986690521,models/model-7/20190606095155,95:28,False,,110.0,110,5.0,
84,84.0,84.0,x3,y4,0.0,0.008,1e-06,9.01798574523545,1.18244004249573,models/model-7/20190606112724,84:9,False,,100.0,100,2.0,
85,85.0,85.0,x3,y4,0.1,0.005,1e-05,7.7870516378474495,1.00945687294006,models/model-7/20190606125135,213:40,False,,140.0,140,7.0,
86,86.0,,x3,y5,0.1,0.005,1e-05,10.817312279522831,0.9116817116737366,models/model-7/20190607222343,102:25,False,,200.0,200,4.0,False
87,,,all,y5,0.1,0.005,1e-05,812.1274775983371,10.21392822265625,models/model-7/20190608003751,399:50,False,,200.0,200,4.0,False
88,,,all,y5,0.1,0.005,3e-05,990.5342973730893,11.428009033203125,models/model-7/20190608071746,272:28,False,,200.0,200,4.0,False
